budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
8000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}]",http://theexorcist.warnerbros.com/,en,The Exorcist,12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter; and ultimately turns to her last hope: Father Damien Karras; a troubled priest who is struggling with his own faith.,47.584643,"December 26, 1973",441306145,122,"[{""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}; {""iso_639_1"": ""ar""; ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}; {""iso_639_1"": ""el""; ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Something almost beyond comprehension is happening to a girl on this street; in this house... and a man has been sent for as a last resort. This man is The Exorcist.,The Exorcist,7.5,2005
2600000,"[{""id"": 37; ""name"": ""Western""}; {""id"": 35; ""name"": ""Comedy""}]",,en,Blazing Saddles,A town – where everyone seems to be named Johnson – is in the way of the railroad and; in order to grab their land; Hedley Lemar; a politically connected nasty person; sends in his henchmen to make the town unlivable. After the sheriff is killed; the town demands a new sheriff from the Governor; so Hedley convinces him to send the town the first black sheriff in the west.,22.793929,"February 7, 1974",119500000,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""yi""; ""name"": """"}]",Released,Never give a saga an even break!,Blazing Saddles,7.2,609
1600000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 9648; ""name"": ""Mystery""}]",,en,The Conversation,Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple; Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square; Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly; Caul becomes obsessed with the resulting tape; trying to determine if the couple are in danger.,20.810292,"April 7, 1974",4420000,113,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,372
85000,"[{""id"": 27; ""name"": ""Horror""}]",,en,The Texas Chain Saw Massacre,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,29.262427,"October 1, 1974",30859000,83,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Who will survive and what will be left of them?,The Texas Chain Saw Massacre,7.2,590
7000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/,en,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,30.214716,"December 1, 1974",97572000,125,"[{""iso_639_1"": ""th""; ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}; {""iso_639_1"": ""cn""; ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,6.3,524
2800000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 878; ""name"": ""Science Fiction""}]",,en,Young Frankenstein,A young neurosurgeon inherits the castle of his grandfather; the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback; a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional; but when he discovers the book where the mad doctor described his reanimation experiment; he suddenly changes his mind.,36.444894,"December 15, 1974",86273333,106,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,The scariest comedy of all time!,Young Frankenstein,7.7,854
13000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 80; ""name"": ""Crime""}]",,en,The Godfather: Part II,In the continuing saga of the Corleone crime family; a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s; Michael Corleone attempts to expand the family business into Las Vegas; Hollywood and Cuba.,105.792936,"December 20, 1974",47542841,200,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,I don't feel I have to wipe everybody out; Tom. Just my enemies.,The Godfather: Part II,8.3,3338
400000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 14; ""name"": ""Fantasy""}]",http://www.sonypictures.com/cthe/montypython/,en,Monty Python and the Holy Grail,"King Arthur; accompanied by his squire; recruits his Knights of the Round Table; including Sir Bedevere the Wise; Sir Lancelot the Brave; Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way; Arthur battles the Black Knight who; despite having had all his limbs chopped off; insists he can still fight. They reach Camelot; but Arthur decides not  to enter; as ""it is a silly place"".",64.782984,"March 13, 1975",5028948,91,"[{""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,7.8,1708
7000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 12; ""name"": ""Adventure""}]",http://www.jaws25.com/,en,Jaws,An insatiable great white shark terrorizes the townspeople of Amity Island; The police chief; an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.,50.152327,"June 18, 1975",470654000,124,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Don't go in the water.,Jaws,7.5,2542
3000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,One Flew Over the Cuckoo's Nest,While serving time for insanity at a state mental hospital; implacable rabble-rouser; Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse; Mildred Ratched.,127.525581,"November 18, 1975",108981275,133,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,If he's crazy; what does that make you?,One Flew Over the Cuckoo's Nest,8.2,2919
11000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 10752; ""name"": ""War""}]",,en,Barry Lyndon,In the Eighteenth Century; in a small village in Ireland; Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin; Barry challenges him for a duel of pistols. He wins and escapes to Dublin; but is robbed on the road. Without any other alternative; Barry joins the British Army to fight in the Seven Years War.,29.543331,"December 18, 1975",20000000,184,"[{""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,7.7,505
1300000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}]",,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action; attempting to save a preadolescent prostitute in the process.,58.845025,"February 7, 1976",28262574,114,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,On every street in every city; there's a nobody who dreams of being a somebody.,Taxi Driver,8,2535
2800000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}]",,en,The Omen,Immediately after their miscarriage; the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.,25.939385,"June 6, 1976",60922980,111,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}]",Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,476
9000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 28; ""name"": ""Action""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 878; ""name"": ""Science Fiction""}]",,en,Logan's Run,An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday; unless they run and escape before their time comes.,12.268143,"June 23, 1976",25000000,119,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,Logan's Run,6.6,269
3800000,"[{""id"": 18; ""name"": ""Drama""}]",,en,Network,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,17.234745,"November 1, 1976",23689877,121,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.7,381
1000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,Rocky,When world heavyweight boxing champion; Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt; his handlers choose palooka Rocky Balboa; an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.,72.19808,"November 21, 1976",117235147,119,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,His whole life was a million-to-one shot.,Rocky,7.5,1791
10000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 27; ""name"": ""Horror""}; {""id"": 878; ""name"": ""Science Fiction""}]",,en,Eraserhead,Henry Spencer tries to survive his industrial environment; his angry girlfriend; and the unbearable screams of his newly born mutant child.,20.399578,"March 19, 1977",7000000,89,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Where your nightmares end...,Eraserhead,7.5,485
4000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Annie Hall,In the city of New York; comedian Alvy Singer falls in love with the ditsy Annie Hall.,35.892034,"April 19, 1977",38251425,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,A nervous romance.,Annie Hall,7.8,1010
11000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 28; ""name"": ""Action""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,126.393695,"May 25, 1977",775398007,121,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,A long time ago in a galaxy far; far away...,Star Wars,8.1,6624
22000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 36; ""name"": ""History""}; {""id"": 10752; ""name"": ""War""}]",,en,A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,20.256571,"June 15, 1977",50750000,175,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""nl""; ""name"": ""Nederlands""}; {""iso_639_1"": ""pl""; ""name"": ""Polski""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}]",Released,Out of the sky comes the screen's most incredible spectacle of men and war!,A Bridge Too Far,6.9,207
14000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,en,The Spy Who Loved Me,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,27.17347,"July 7, 1977",185438673,125,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}; {""iso_639_1"": ""ar""; ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,6.6,507
20000000,"[{""id"": 878; ""name"": ""Science Fiction""}; {""id"": 18; ""name"": ""Drama""}]",,en,Close Encounters of the Third Kind,After an encounter with UFOs; a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.,52.456505,"November 16, 1977",303788635,135,"[{""iso_639_1"": ""hi""; ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}; {""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,We are not alone.,Close Encounters of the Third Kind,7.2,1098
