budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",,364,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 848, ""name"": ""double life""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15002, ""name"": ""dark hero""}, {""id"": 15481, ""name"": ""fictional city""}, {""id"": 163074, ""name"": ""super villain""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 173861, ""name"": ""deformed""}, {""id"": 173866, ""name"": ""bird cage""}, {""id"": 173867, ""name"": ""evil circus""}, {""id"": 214644, ""name"": ""christmas holiday""}]",en,Batman Returns,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",59.113174,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/19/1992,280000000,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The Bat, the Cat, the Penguin.",Batman Returns,6.6,1673
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",,11287,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 159201, ""name"": ""baseball player""}, {""id"": 163097, ""name"": ""female athlete""}, {""id"": 168316, ""name"": ""home front""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207883, ""name"": ""1940s""}]",en,A League of Their Own,"Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",21.661028,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkway Productions"", ""id"": 1350}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/1/1992,107458785,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To achieve the incredible, you have to attempt the impossible.",A League of Their Own,6.7,354
55000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",,9374,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 14752, ""name"": ""potion""}, {""id"": 15111, ""name"": ""drinking""}]",en,Death Becomes Her,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",29.498304,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/30/1992,149022650,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,Death Becomes Her,6.3,636
14000000,"[{""id"": 37, ""name"": ""Western""}]",,33,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 802, ""name"": ""regret""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 157512, ""name"": ""mutilation""}, {""id"": 159434, ""name"": ""one last job""}, {""id"": 160410, ""name"": ""reputation""}, {""id"": 209631, ""name"": ""englishman""}]",en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",37.380435,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/7/1992,159157447,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,7.7,1113
3705538,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.miramax.com/movie/the-crying-game/,11386,"[{""id"": 108, ""name"": ""transvestism""}, {""id"": 237, ""name"": ""gay""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 7005, ""name"": ""northern ireland""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10199, ""name"": ""gay interest""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 165259, ""name"": ""political unrest""}]",en,The Crying Game,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",8.839651,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Palace Pictures"", ""id"": 927}, {""name"": ""Nippon Film Development and Finance Inc."", ""id"": 1202}, {""name"": ""Eurotrustees"", ""id"": 8876}, {""name"": ""British Screen Productions"", ""id"": 12745}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",9/2/1992,62548947,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Play At Your Own Risk.,The Crying Game,6.9,176
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,500,"[{""id"": 2052, ""name"": ""traitor""}, {""id"": 6099, ""name"": ""jewelry""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11071, ""name"": ""plan gone wrong""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 170313, ""name"": ""all male cast""}, {""id"": 171826, ""name"": ""told in flashback""}, {""id"": 177438, ""name"": ""heist gone wrong""}, {""id"": 201058, ""name"": ""foreshadowing""}, {""id"": 207784, ""name"": ""rendezvous""}, {""id"": 224552, ""name"": ""iconic""}, {""id"": 233069, ""name"": ""set in one room""}, {""id"": 233072, ""name"": ""uneasy alliance""}, {""id"": 233073, ""name"": ""rag tag group""}]",en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",66.925866,"[{""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Dog Eat Dog Productions Inc."", ""id"": 26198}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/2/1992,14661007,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every dog has his day.,Reservoir Dogs,8,3697
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,9504,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1998, ""name"": ""shop""}, {""id"": 2918, ""name"": ""estate agent""}, {""id"": 6129, ""name"": ""company""}, {""id"": 11836, ""name"": ""contest""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 201885, ""name"": ""pressure""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",13.939054,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""GGR"", ""id"": 67780}, {""name"": ""Zupnik Cinema Group II"", ""id"": 67781}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/1992,10725228,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lie. Cheat. Steal. All in a days work.,Glengarry Glen Ross,7.5,323
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,9361,"[{""id"": 7879, ""name"": ""secret love""}, {""id"": 8519, ""name"": ""mohawk""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 160279, ""name"": ""18th century""}, {""id"": 208123, ""name"": ""french and indian war""}]",en,The Last of the Mohicans,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",37.776566,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/1992,75505856,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The first American hero.,The Last of the Mohicans,7.1,732
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",,6114,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 155301, ""name"": ""rough sex""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 160292, ""name"": ""religious conflict""}, {""id"": 169618, ""name"": ""bestiality""}, {""id"": 169620, ""name"": ""correspondence""}, {""id"": 169621, ""name"": ""vampire sex""}, {""id"": 169626, ""name"": ""autonomous shadow""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/1992,215862692,128,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love never dies.,Dracula,7.1,1056
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,1883,"[{""id"": 187, ""name"": ""islam""}, {""id"": 242, ""name"": ""new york""}, {""id"": 378, ""name"": ""prison""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 529, ""name"": ""ku klux klan""}, {""id"": 789, ""name"": ""muslim""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 966, ""name"": ""beach""}, {""id"": 2392, ""name"": ""koran""}, {""id"": 2881, ""name"": ""jail guard""}, {""id"": 2885, ""name"": ""prison cell""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5835, ""name"": ""martin luther king""}, {""id"": 5860, ""name"": ""nation of islam""}, {""id"": 5861, ""name"": ""civil rights movement ""}, {""id"": 5863, ""name"": ""mekka""}, {""id"": 5864, ""name"": ""pilgrimage""}, {""id"": 5865, ""name"": ""cabriolet""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 208455, ""name"": ""malcolm x""}]",en,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,19.822791,"[{""name"": ""JVC Entertainment"", ""id"": 182}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/18/1992,48169908,202,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Malcolm X,7.2,370
28000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",http://movies.disney.com/aladdin,812,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 173259, ""name"": ""arab""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 190536, ""name"": ""genie""}, {""id"": 234183, ""name"": ""animal sidekick""}]",en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",92.982009,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/25/1992,504050219,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wish granted!,Aladdin,7.4,3416
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",,10437,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6162, ""name"": ""past""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]",en,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",15.085981,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/10/1992,27281507,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Muppet Christmas Carol,7.2,212
40000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/movies/afewgoodmen/,881,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 240, ""name"": ""underdog""}, {""id"": 2619, ""name"": ""suspicion of murder""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 3703, ""name"": ""law""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4404, ""name"": ""guantanamo bay""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4406, ""name"": ""military court""}, {""id"": 4407, ""name"": ""code red""}, {""id"": 4408, ""name"": ""command""}, {""id"": 4409, ""name"": ""military base""}, {""id"": 4410, ""name"": ""u.s. navy""}, {""id"": 4411, ""name"": ""sexism""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 163189, ""name"": ""court martial""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 227642, ""name"": ""platoon leader""}, {""id"": 227890, ""name"": ""military law""}]",en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",40.379966,"[{""name"": ""David Brown Productions"", ""id"": 903}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/1992,243240178,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,A Few Good Men,7.1,877
14600000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,137,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 901, ""name"": ""groundhog""}, {""id"": 902, ""name"": ""weather forecast""}, {""id"": 903, ""name"": ""telecaster""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 905, ""name"": ""alarm clock""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 10854, ""name"": ""time loop""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 181324, ""name"": ""existentialism""}, {""id"": 220046, ""name"": ""groundhog day""}]",en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",52.744331,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/1993,70906973,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301
